"Eintritte nach Ausbildungsfeld, Kanton, Ausbildungstyp, Geschlecht und Ausbildungsform"

"Ausbildungsfeld";"Kanton";"Ausbildungstyp";"Geschlecht - Total Ausbildungsform - Total 2010";"Geschlecht - Total Vollschulisch 2010";"Geschlecht - Total Dual 2010";"Mann Ausbildungsform - Total 2010";"Mann Vollschulisch 2010";"Mann Dual 2010";"Frau Ausbildungsform - Total 2010";"Frau Vollschulisch 2010";"Frau Dual 2010"
"Gesundheits- und Sozialwesen o.n.A.";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Jura";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Jura";"EFZ";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Gesundheits- und Sozialwesen o.n.A.";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Schweiz";"Ausbildungstyp - Total";3812;10;3802;1799;3;1796;2013;7;2006
"Gastgewerbe und Catering";"Schweiz";"EFZ";3269;1;3268;1520;1;1519;1749;0;1749
"Gastgewerbe und Catering";"Schweiz";"EBA";543;9;534;279;2;277;264;7;257
"Gastgewerbe und Catering";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Zürich";"Ausbildungstyp - Total";664;3;661;340;3;337;324;0;324
"Gastgewerbe und Catering";"Zürich";"EFZ";562;1;561;284;1;283;278;0;278
"Gastgewerbe und Catering";"Zürich";"EBA";102;2;100;56;2;54;46;0;46
"Gastgewerbe und Catering";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Bern / Berne";"Ausbildungstyp - Total";581;0;581;255;0;255;326;0;326
"Gastgewerbe und Catering";"Bern / Berne";"EFZ";499;0;499;219;0;219;280;0;280
"Gastgewerbe und Catering";"Bern / Berne";"EBA";82;0;82;36;0;36;46;0;46
"Gastgewerbe und Catering";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Luzern";"Ausbildungstyp - Total";207;0;207;83;0;83;124;0;124
"Gastgewerbe und Catering";"Luzern";"EFZ";173;0;173;70;0;70;103;0;103
"Gastgewerbe und Catering";"Luzern";"EBA";34;0;34;13;0;13;21;0;21
"Gastgewerbe und Catering";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Uri";"Ausbildungstyp - Total";17;0;17;5;0;5;12;0;12
"Gastgewerbe und Catering";"Uri";"EFZ";17;0;17;5;0;5;12;0;12
"Gastgewerbe und Catering";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Schwyz";"Ausbildungstyp - Total";78;0;78;38;0;38;40;0;40
"Gastgewerbe und Catering";"Schwyz";"EFZ";72;0;72;34;0;34;38;0;38
"Gastgewerbe und Catering";"Schwyz";"EBA";6;0;6;4;0;4;2;0;2
"Gastgewerbe und Catering";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Obwalden";"Ausbildungstyp - Total";21;0;21;11;0;11;10;0;10
"Gastgewerbe und Catering";"Obwalden";"EFZ";19;0;19;10;0;10;9;0;9
"Gastgewerbe und Catering";"Obwalden";"EBA";2;0;2;1;0;1;1;0;1
"Gastgewerbe und Catering";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Nidwalden";"Ausbildungstyp - Total";23;0;23;7;0;7;16;0;16
"Gastgewerbe und Catering";"Nidwalden";"EFZ";23;0;23;7;0;7;16;0;16
"Gastgewerbe und Catering";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Glarus";"Ausbildungstyp - Total";33;0;33;17;0;17;16;0;16
"Gastgewerbe und Catering";"Glarus";"EFZ";30;0;30;15;0;15;15;0;15
"Gastgewerbe und Catering";"Glarus";"EBA";3;0;3;2;0;2;1;0;1
"Gastgewerbe und Catering";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Zug";"Ausbildungstyp - Total";54;0;54;22;0;22;32;0;32
"Gastgewerbe und Catering";"Zug";"EFZ";51;0;51;20;0;20;31;0;31
"Gastgewerbe und Catering";"Zug";"EBA";3;0;3;2;0;2;1;0;1
"Gastgewerbe und Catering";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Fribourg / Freiburg";"Ausbildungstyp - Total";128;7;121;66;0;66;62;7;55
"Gastgewerbe und Catering";"Fribourg / Freiburg";"EFZ";113;0;113;64;0;64;49;0;49
"Gastgewerbe und Catering";"Fribourg / Freiburg";"EBA";15;7;8;2;0;2;13;7;6
"Gastgewerbe und Catering";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Solothurn";"Ausbildungstyp - Total";126;0;126;50;0;50;76;0;76
"Gastgewerbe und Catering";"Solothurn";"EFZ";102;0;102;37;0;37;65;0;65
"Gastgewerbe und Catering";"Solothurn";"EBA";24;0;24;13;0;13;11;0;11
"Gastgewerbe und Catering";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Basel-Stadt";"Ausbildungstyp - Total";110;0;110;53;0;53;57;0;57
"Gastgewerbe und Catering";"Basel-Stadt";"EFZ";84;0;84;39;0;39;45;0;45
"Gastgewerbe und Catering";"Basel-Stadt";"EBA";26;0;26;14;0;14;12;0;12
"Gastgewerbe und Catering";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Basel-Landschaft";"Ausbildungstyp - Total";102;0;102;58;0;58;44;0;44
"Gastgewerbe und Catering";"Basel-Landschaft";"EFZ";80;0;80;43;0;43;37;0;37
"Gastgewerbe und Catering";"Basel-Landschaft";"EBA";22;0;22;15;0;15;7;0;7
"Gastgewerbe und Catering";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Schaffhausen";"Ausbildungstyp - Total";55;0;55;22;0;22;33;0;33
"Gastgewerbe und Catering";"Schaffhausen";"EFZ";47;0;47;16;0;16;31;0;31
"Gastgewerbe und Catering";"Schaffhausen";"EBA";8;0;8;6;0;6;2;0;2
"Gastgewerbe und Catering";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";38;0;38;19;0;19;19;0;19
"Gastgewerbe und Catering";"Appenzell Ausserrhoden";"EFZ";36;0;36;19;0;19;17;0;17
"Gastgewerbe und Catering";"Appenzell Ausserrhoden";"EBA";2;0;2;0;0;0;2;0;2
"Gastgewerbe und Catering";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Appenzell Innerrhoden";"Ausbildungstyp - Total";18;0;18;3;0;3;15;0;15
"Gastgewerbe und Catering";"Appenzell Innerrhoden";"EFZ";18;0;18;3;0;3;15;0;15
"Gastgewerbe und Catering";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"St. Gallen";"Ausbildungstyp - Total";262;0;262;99;0;99;163;0;163
"Gastgewerbe und Catering";"St. Gallen";"EFZ";223;0;223;88;0;88;135;0;135
"Gastgewerbe und Catering";"St. Gallen";"EBA";39;0;39;11;0;11;28;0;28
"Gastgewerbe und Catering";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";207;0;207;77;0;77;130;0;130
"Gastgewerbe und Catering";"Graubünden / Grigioni / Grischun";"EFZ";187;0;187;67;0;67;120;0;120
"Gastgewerbe und Catering";"Graubünden / Grigioni / Grischun";"EBA";20;0;20;10;0;10;10;0;10
"Gastgewerbe und Catering";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Aargau";"Ausbildungstyp - Total";248;0;248;106;0;106;142;0;142
"Gastgewerbe und Catering";"Aargau";"EFZ";229;0;229;96;0;96;133;0;133
"Gastgewerbe und Catering";"Aargau";"EBA";19;0;19;10;0;10;9;0;9
"Gastgewerbe und Catering";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Thurgau";"Ausbildungstyp - Total";115;0;115;59;0;59;56;0;56
"Gastgewerbe und Catering";"Thurgau";"EFZ";97;0;97;48;0;48;49;0;49
"Gastgewerbe und Catering";"Thurgau";"EBA";18;0;18;11;0;11;7;0;7
"Gastgewerbe und Catering";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Ticino";"Ausbildungstyp - Total";100;0;100;66;0;66;34;0;34
"Gastgewerbe und Catering";"Ticino";"EFZ";82;0;82;54;0;54;28;0;28
"Gastgewerbe und Catering";"Ticino";"EBA";18;0;18;12;0;12;6;0;6
"Gastgewerbe und Catering";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Vaud";"Ausbildungstyp - Total";285;0;285;151;0;151;134;0;134
"Gastgewerbe und Catering";"Vaud";"EFZ";253;0;253;130;0;130;123;0;123
"Gastgewerbe und Catering";"Vaud";"EBA";32;0;32;21;0;21;11;0;11
"Gastgewerbe und Catering";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Valais / Wallis";"Ausbildungstyp - Total";137;0;137;66;0;66;71;0;71
"Gastgewerbe und Catering";"Valais / Wallis";"EFZ";112;0;112;53;0;53;59;0;59
"Gastgewerbe und Catering";"Valais / Wallis";"EBA";25;0;25;13;0;13;12;0;12
"Gastgewerbe und Catering";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Neuchâtel";"Ausbildungstyp - Total";82;0;82;45;0;45;37;0;37
"Gastgewerbe und Catering";"Neuchâtel";"EFZ";68;0;68;37;0;37;31;0;31
"Gastgewerbe und Catering";"Neuchâtel";"EBA";14;0;14;8;0;8;6;0;6
"Gastgewerbe und Catering";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Genève";"Ausbildungstyp - Total";101;0;101;65;0;65;36;0;36
"Gastgewerbe und Catering";"Genève";"EFZ";75;0;75;47;0;47;28;0;28
"Gastgewerbe und Catering";"Genève";"EBA";26;0;26;18;0;18;8;0;8
"Gastgewerbe und Catering";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gastgewerbe und Catering";"Jura";"Ausbildungstyp - Total";20;0;20;16;0;16;4;0;4
"Gastgewerbe und Catering";"Jura";"EFZ";17;0;17;15;0;15;2;0;2
"Gastgewerbe und Catering";"Jura";"EBA";3;0;3;1;0;1;2;0;2
"Gastgewerbe und Catering";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schweiz";"Ausbildungstyp - Total";33;33;0;7;7;0;26;26;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schweiz";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schweiz";"Nicht reglementiert";33;33;0;7;7;0;26;26;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Zürich";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Zürich";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Bern / Berne";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Bern / Berne";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Luzern";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Luzern";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Uri";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Uri";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schwyz";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schwyz";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Obwalden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Obwalden";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Nidwalden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Nidwalden";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Glarus";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Glarus";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Zug";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Zug";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Fribourg / Freiburg";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Fribourg / Freiburg";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Solothurn";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Solothurn";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Basel-Stadt";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Basel-Stadt";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Basel-Landschaft";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Basel-Landschaft";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schaffhausen";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schaffhausen";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Appenzell Ausserrhoden";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Appenzell Innerrhoden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Appenzell Innerrhoden";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"St. Gallen";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"St. Gallen";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Graubünden / Grigioni / Grischun";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Aargau";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Aargau";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Thurgau";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Thurgau";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Ticino";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Ticino";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Vaud";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Vaud";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Valais / Wallis";"Ausbildungstyp - Total";33;33;0;7;7;0;26;26;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Valais / Wallis";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Valais / Wallis";"Nicht reglementiert";33;33;0;7;7;0;26;26;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Neuchâtel";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Neuchâtel";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Genève";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Genève";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Jura";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Jura";"EFZ";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Reisebüros, Fremdenverkehrgewerbe und Freizeitindustrie";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sport";"Schweiz";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Sport";"Schweiz";"EFZ";0;0;0;0;0;0;0;0;0
"Sport";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Sport";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sport";"Zürich";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Sport";"Zürich";"EFZ";0;0;0;0;0;0;0;0;0
"Sport";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Sport";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sport";"Bern / Berne";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Sport";"Bern / Berne";"EFZ";0;0;0;0;0;0;0;0;0
"Sport";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Sport";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sport";"Luzern";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Sport";"Luzern";"EFZ";0;0;0;0;0;0;0;0;0
"Sport";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Sport";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Sport";"Uri";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Sport";"Uri";"EFZ";0;0;0;0;0;0;0;0;0
