"Eintritte nach Ausbildungsfeld, Kanton, Ausbildungstyp, Geschlecht und Ausbildungsform"

"Ausbildungsfeld";"Kanton";"Ausbildungstyp";"Geschlecht - Total Ausbildungsform - Total 2010";"Geschlecht - Total Vollschulisch 2010";"Geschlecht - Total Dual 2010";"Mann Ausbildungsform - Total 2010";"Mann Vollschulisch 2010";"Mann Dual 2010";"Frau Ausbildungsform - Total 2010";"Frau Vollschulisch 2010";"Frau Dual 2010"
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Innerrhoden";"Ausbildungstyp - Total";27;0;27;27;0;27;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Innerrhoden";"EFZ";27;0;27;27;0;27;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"St. Gallen";"Ausbildungstyp - Total";582;0;582;534;0;534;48;0;48
"Baugewerbe, Hoch- und Tiefbau";"St. Gallen";"EFZ";577;0;577;530;0;530;47;0;47
"Baugewerbe, Hoch- und Tiefbau";"St. Gallen";"EBA";5;0;5;4;0;4;1;0;1
"Baugewerbe, Hoch- und Tiefbau";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";210;0;210;200;0;200;10;0;10
"Baugewerbe, Hoch- und Tiefbau";"Graubünden / Grigioni / Grischun";"EFZ";208;0;208;198;0;198;10;0;10
"Baugewerbe, Hoch- und Tiefbau";"Graubünden / Grigioni / Grischun";"EBA";2;0;2;2;0;2;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Aargau";"Ausbildungstyp - Total";471;0;471;429;0;429;42;0;42
"Baugewerbe, Hoch- und Tiefbau";"Aargau";"EFZ";466;0;466;424;0;424;42;0;42
"Baugewerbe, Hoch- und Tiefbau";"Aargau";"EBA";5;0;5;5;0;5;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Thurgau";"Ausbildungstyp - Total";257;0;257;230;0;230;27;0;27
"Baugewerbe, Hoch- und Tiefbau";"Thurgau";"EFZ";254;0;254;227;0;227;27;0;27
"Baugewerbe, Hoch- und Tiefbau";"Thurgau";"EBA";3;0;3;3;0;3;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Ticino";"Ausbildungstyp - Total";289;0;289;287;0;287;2;0;2
"Baugewerbe, Hoch- und Tiefbau";"Ticino";"EFZ";288;0;288;286;0;286;2;0;2
"Baugewerbe, Hoch- und Tiefbau";"Ticino";"EBA";1;0;1;1;0;1;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Vaud";"Ausbildungstyp - Total";509;0;509;483;0;483;26;0;26
"Baugewerbe, Hoch- und Tiefbau";"Vaud";"EFZ";507;0;507;481;0;481;26;0;26
"Baugewerbe, Hoch- und Tiefbau";"Vaud";"EBA";2;0;2;2;0;2;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Valais / Wallis";"Ausbildungstyp - Total";342;0;342;322;0;322;20;0;20
"Baugewerbe, Hoch- und Tiefbau";"Valais / Wallis";"EFZ";342;0;342;322;0;322;20;0;20
"Baugewerbe, Hoch- und Tiefbau";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Neuchâtel";"Ausbildungstyp - Total";103;0;103;100;0;100;3;0;3
"Baugewerbe, Hoch- und Tiefbau";"Neuchâtel";"EFZ";101;0;101;98;0;98;3;0;3
"Baugewerbe, Hoch- und Tiefbau";"Neuchâtel";"EBA";2;0;2;2;0;2;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Genève";"Ausbildungstyp - Total";187;4;183;183;4;179;4;0;4
"Baugewerbe, Hoch- und Tiefbau";"Genève";"EFZ";187;4;183;183;4;179;4;0;4
"Baugewerbe, Hoch- und Tiefbau";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Jura";"Ausbildungstyp - Total";61;0;61;59;0;59;2;0;2
"Baugewerbe, Hoch- und Tiefbau";"Jura";"EFZ";61;0;61;59;0;59;2;0;2
"Baugewerbe, Hoch- und Tiefbau";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Schweiz";"Ausbildungstyp - Total";1665;7;1658;1231;5;1226;434;2;432
"Pflanzenbau und Tierzucht";"Schweiz";"EFZ";1502;7;1495;1128;5;1123;374;2;372
"Pflanzenbau und Tierzucht";"Schweiz";"EBA";163;0;163;103;0;103;60;0;60
"Pflanzenbau und Tierzucht";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Zürich";"Ausbildungstyp - Total";129;0;129;73;0;73;56;0;56
"Pflanzenbau und Tierzucht";"Zürich";"EFZ";112;0;112;63;0;63;49;0;49
"Pflanzenbau und Tierzucht";"Zürich";"EBA";17;0;17;10;0;10;7;0;7
"Pflanzenbau und Tierzucht";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Bern / Berne";"Ausbildungstyp - Total";348;0;348;257;0;257;91;0;91
"Pflanzenbau und Tierzucht";"Bern / Berne";"EFZ";302;0;302;225;0;225;77;0;77
"Pflanzenbau und Tierzucht";"Bern / Berne";"EBA";46;0;46;32;0;32;14;0;14
"Pflanzenbau und Tierzucht";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Luzern";"Ausbildungstyp - Total";137;0;137;112;0;112;25;0;25
"Pflanzenbau und Tierzucht";"Luzern";"EFZ";129;0;129;107;0;107;22;0;22
"Pflanzenbau und Tierzucht";"Luzern";"EBA";8;0;8;5;0;5;3;0;3
"Pflanzenbau und Tierzucht";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Uri";"Ausbildungstyp - Total";29;0;29;28;0;28;1;0;1
"Pflanzenbau und Tierzucht";"Uri";"EFZ";28;0;28;28;0;28;0;0;0
"Pflanzenbau und Tierzucht";"Uri";"EBA";1;0;1;0;0;0;1;0;1
"Pflanzenbau und Tierzucht";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Schwyz";"Ausbildungstyp - Total";38;0;38;32;0;32;6;0;6
"Pflanzenbau und Tierzucht";"Schwyz";"EFZ";35;0;35;29;0;29;6;0;6
"Pflanzenbau und Tierzucht";"Schwyz";"EBA";3;0;3;3;0;3;0;0;0
"Pflanzenbau und Tierzucht";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Obwalden";"Ausbildungstyp - Total";8;0;8;8;0;8;0;0;0
"Pflanzenbau und Tierzucht";"Obwalden";"EFZ";7;0;7;7;0;7;0;0;0
"Pflanzenbau und Tierzucht";"Obwalden";"EBA";1;0;1;1;0;1;0;0;0
"Pflanzenbau und Tierzucht";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Nidwalden";"Ausbildungstyp - Total";8;0;8;6;0;6;2;0;2
"Pflanzenbau und Tierzucht";"Nidwalden";"EFZ";7;0;7;5;0;5;2;0;2
"Pflanzenbau und Tierzucht";"Nidwalden";"EBA";1;0;1;1;0;1;0;0;0
"Pflanzenbau und Tierzucht";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Glarus";"Ausbildungstyp - Total";4;0;4;3;0;3;1;0;1
"Pflanzenbau und Tierzucht";"Glarus";"EFZ";3;0;3;3;0;3;0;0;0
"Pflanzenbau und Tierzucht";"Glarus";"EBA";1;0;1;0;0;0;1;0;1
"Pflanzenbau und Tierzucht";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Zug";"Ausbildungstyp - Total";37;0;37;29;0;29;8;0;8
"Pflanzenbau und Tierzucht";"Zug";"EFZ";37;0;37;29;0;29;8;0;8
"Pflanzenbau und Tierzucht";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Fribourg / Freiburg";"Ausbildungstyp - Total";113;1;112;94;1;93;19;0;19
"Pflanzenbau und Tierzucht";"Fribourg / Freiburg";"EFZ";103;1;102;85;1;84;18;0;18
"Pflanzenbau und Tierzucht";"Fribourg / Freiburg";"EBA";10;0;10;9;0;9;1;0;1
"Pflanzenbau und Tierzucht";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Solothurn";"Ausbildungstyp - Total";49;0;49;35;0;35;14;0;14
"Pflanzenbau und Tierzucht";"Solothurn";"EFZ";40;0;40;30;0;30;10;0;10
"Pflanzenbau und Tierzucht";"Solothurn";"EBA";9;0;9;5;0;5;4;0;4
"Pflanzenbau und Tierzucht";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Basel-Stadt";"Ausbildungstyp - Total";10;0;10;5;0;5;5;0;5
"Pflanzenbau und Tierzucht";"Basel-Stadt";"EFZ";10;0;10;5;0;5;5;0;5
"Pflanzenbau und Tierzucht";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Basel-Landschaft";"Ausbildungstyp - Total";47;0;47;36;0;36;11;0;11
"Pflanzenbau und Tierzucht";"Basel-Landschaft";"EFZ";41;0;41;31;0;31;10;0;10
"Pflanzenbau und Tierzucht";"Basel-Landschaft";"EBA";6;0;6;5;0;5;1;0;1
"Pflanzenbau und Tierzucht";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Schaffhausen";"Ausbildungstyp - Total";13;0;13;11;0;11;2;0;2
"Pflanzenbau und Tierzucht";"Schaffhausen";"EFZ";12;0;12;10;0;10;2;0;2
"Pflanzenbau und Tierzucht";"Schaffhausen";"EBA";1;0;1;1;0;1;0;0;0
"Pflanzenbau und Tierzucht";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";14;0;14;12;0;12;2;0;2
"Pflanzenbau und Tierzucht";"Appenzell Ausserrhoden";"EFZ";13;0;13;12;0;12;1;0;1
"Pflanzenbau und Tierzucht";"Appenzell Ausserrhoden";"EBA";1;0;1;0;0;0;1;0;1
"Pflanzenbau und Tierzucht";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Appenzell Innerrhoden";"Ausbildungstyp - Total";4;0;4;3;0;3;1;0;1
"Pflanzenbau und Tierzucht";"Appenzell Innerrhoden";"EFZ";4;0;4;3;0;3;1;0;1
"Pflanzenbau und Tierzucht";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"St. Gallen";"Ausbildungstyp - Total";113;0;113;84;0;84;29;0;29
"Pflanzenbau und Tierzucht";"St. Gallen";"EFZ";100;0;100;76;0;76;24;0;24
"Pflanzenbau und Tierzucht";"St. Gallen";"EBA";13;0;13;8;0;8;5;0;5
"Pflanzenbau und Tierzucht";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";68;0;68;54;0;54;14;0;14
"Pflanzenbau und Tierzucht";"Graubünden / Grigioni / Grischun";"EFZ";64;0;64;52;0;52;12;0;12
"Pflanzenbau und Tierzucht";"Graubünden / Grigioni / Grischun";"EBA";4;0;4;2;0;2;2;0;2
"Pflanzenbau und Tierzucht";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Aargau";"Ausbildungstyp - Total";99;0;99;69;0;69;30;0;30
"Pflanzenbau und Tierzucht";"Aargau";"EFZ";89;0;89;64;0;64;25;0;25
"Pflanzenbau und Tierzucht";"Aargau";"EBA";10;0;10;5;0;5;5;0;5
"Pflanzenbau und Tierzucht";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Thurgau";"Ausbildungstyp - Total";100;0;100;76;0;76;24;0;24
"Pflanzenbau und Tierzucht";"Thurgau";"EFZ";91;0;91;70;0;70;21;0;21
"Pflanzenbau und Tierzucht";"Thurgau";"EBA";9;0;9;6;0;6;3;0;3
"Pflanzenbau und Tierzucht";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Ticino";"Ausbildungstyp - Total";37;4;33;32;3;29;5;1;4
"Pflanzenbau und Tierzucht";"Ticino";"EFZ";30;4;26;27;3;24;3;1;2
"Pflanzenbau und Tierzucht";"Ticino";"EBA";7;0;7;5;0;5;2;0;2
"Pflanzenbau und Tierzucht";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Vaud";"Ausbildungstyp - Total";153;2;151;102;1;101;51;1;50
"Pflanzenbau und Tierzucht";"Vaud";"EFZ";143;2;141;99;1;98;44;1;43
"Pflanzenbau und Tierzucht";"Vaud";"EBA";10;0;10;3;0;3;7;0;7
"Pflanzenbau und Tierzucht";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Valais / Wallis";"Ausbildungstyp - Total";35;0;35;24;0;24;11;0;11
"Pflanzenbau und Tierzucht";"Valais / Wallis";"EFZ";35;0;35;24;0;24;11;0;11
"Pflanzenbau und Tierzucht";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Neuchâtel";"Ausbildungstyp - Total";19;0;19;9;0;9;10;0;10
"Pflanzenbau und Tierzucht";"Neuchâtel";"EFZ";19;0;19;9;0;9;10;0;10
"Pflanzenbau und Tierzucht";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Genève";"Ausbildungstyp - Total";27;0;27;17;0;17;10;0;10
"Pflanzenbau und Tierzucht";"Genève";"EFZ";25;0;25;17;0;17;8;0;8
"Pflanzenbau und Tierzucht";"Genève";"EBA";2;0;2;0;0;0;2;0;2
"Pflanzenbau und Tierzucht";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Jura";"Ausbildungstyp - Total";26;0;26;20;0;20;6;0;6
"Pflanzenbau und Tierzucht";"Jura";"EFZ";23;0;23;18;0;18;5;0;5
"Pflanzenbau und Tierzucht";"Jura";"EBA";3;0;3;2;0;2;1;0;1
"Pflanzenbau und Tierzucht";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Schweiz";"Ausbildungstyp - Total";1364;39;1325;1068;26;1042;296;13;283
"Gartenbau";"Schweiz";"EFZ";1281;39;1242;1003;26;977;278;13;265
"Gartenbau";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Schweiz";"Nicht reglementiert";83;0;83;65;0;65;18;0;18
"Gartenbau";"Zürich";"Ausbildungstyp - Total";201;1;200;165;1;164;36;0;36
"Gartenbau";"Zürich";"EFZ";201;1;200;165;1;164;36;0;36
"Gartenbau";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Bern / Berne";"Ausbildungstyp - Total";233;32;201;171;23;148;62;9;53
"Gartenbau";"Bern / Berne";"EFZ";233;32;201;171;23;148;62;9;53
"Gartenbau";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Luzern";"Ausbildungstyp - Total";68;0;68;56;0;56;12;0;12
"Gartenbau";"Luzern";"EFZ";68;0;68;56;0;56;12;0;12
"Gartenbau";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Uri";"Ausbildungstyp - Total";6;0;6;2;0;2;4;0;4
"Gartenbau";"Uri";"EFZ";6;0;6;2;0;2;4;0;4
"Gartenbau";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Schwyz";"Ausbildungstyp - Total";19;0;19;18;0;18;1;0;1
"Gartenbau";"Schwyz";"EFZ";19;0;19;18;0;18;1;0;1
"Gartenbau";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Obwalden";"Ausbildungstyp - Total";8;0;8;5;0;5;3;0;3
"Gartenbau";"Obwalden";"EFZ";8;0;8;5;0;5;3;0;3
"Gartenbau";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Nidwalden";"Ausbildungstyp - Total";5;0;5;4;0;4;1;0;1
"Gartenbau";"Nidwalden";"EFZ";5;0;5;4;0;4;1;0;1
"Gartenbau";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Glarus";"Ausbildungstyp - Total";5;0;5;5;0;5;0;0;0
"Gartenbau";"Glarus";"EFZ";5;0;5;5;0;5;0;0;0
"Gartenbau";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Zug";"Ausbildungstyp - Total";19;0;19;16;0;16;3;0;3
"Gartenbau";"Zug";"EFZ";19;0;19;16;0;16;3;0;3
"Gartenbau";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Fribourg / Freiburg";"Ausbildungstyp - Total";54;0;54;46;0;46;8;0;8
"Gartenbau";"Fribourg / Freiburg";"EFZ";54;0;54;46;0;46;8;0;8
"Gartenbau";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Solothurn";"Ausbildungstyp - Total";28;0;28;24;0;24;4;0;4
"Gartenbau";"Solothurn";"EFZ";28;0;28;24;0;24;4;0;4
"Gartenbau";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Basel-Stadt";"Ausbildungstyp - Total";14;6;8;8;2;6;6;4;2
"Gartenbau";"Basel-Stadt";"EFZ";14;6;8;8;2;6;6;4;2
"Gartenbau";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Basel-Landschaft";"Ausbildungstyp - Total";49;0;49;36;0;36;13;0;13
"Gartenbau";"Basel-Landschaft";"EFZ";49;0;49;36;0;36;13;0;13
"Gartenbau";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Schaffhausen";"Ausbildungstyp - Total";19;0;19;13;0;13;6;0;6
"Gartenbau";"Schaffhausen";"EFZ";19;0;19;13;0;13;6;0;6
"Gartenbau";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";8;0;8;7;0;7;1;0;1
"Gartenbau";"Appenzell Ausserrhoden";"EFZ";8;0;8;7;0;7;1;0;1
"Gartenbau";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Appenzell Innerrhoden";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Gartenbau";"Appenzell Innerrhoden";"EFZ";1;0;1;0;0;0;1;0;1
"Gartenbau";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"St. Gallen";"Ausbildungstyp - Total";71;0;71;57;0;57;14;0;14
"Gartenbau";"St. Gallen";"EFZ";71;0;71;57;0;57;14;0;14
"Gartenbau";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";15;0;15;12;0;12;3;0;3
"Gartenbau";"Graubünden / Grigioni / Grischun";"EFZ";15;0;15;12;0;12;3;0;3
"Gartenbau";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Aargau";"Ausbildungstyp - Total";125;0;125;93;0;93;32;0;32
"Gartenbau";"Aargau";"EFZ";125;0;125;93;0;93;32;0;32
"Gartenbau";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Thurgau";"Ausbildungstyp - Total";61;0;61;47;0;47;14;0;14
"Gartenbau";"Thurgau";"EFZ";61;0;61;47;0;47;14;0;14
"Gartenbau";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Ticino";"Ausbildungstyp - Total";63;0;63;58;0;58;5;0;5
"Gartenbau";"Ticino";"EFZ";63;0;63;58;0;58;5;0;5
"Gartenbau";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Vaud";"Ausbildungstyp - Total";103;0;103;72;0;72;31;0;31
"Gartenbau";"Vaud";"EFZ";103;0;103;72;0;72;31;0;31
"Gartenbau";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Valais / Wallis";"Ausbildungstyp - Total";36;0;36;30;0;30;6;0;6
"Gartenbau";"Valais / Wallis";"EFZ";36;0;36;30;0;30;6;0;6
"Gartenbau";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Gartenbau";"Neuchâtel";"Ausbildungstyp - Total";23;0;23;17;0;17;6;0;6
"Gartenbau";"Neuchâtel";"EFZ";22;0;22;17;0;17;5;0;5
"Gartenbau";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Neuchâtel";"Nicht reglementiert";1;0;1;0;0;0;1;0;1
"Gartenbau";"Genève";"Ausbildungstyp - Total";119;0;119;97;0;97;22;0;22
"Gartenbau";"Genève";"EFZ";37;0;37;32;0;32;5;0;5
"Gartenbau";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Genève";"Nicht reglementiert";82;0;82;65;0;65;17;0;17
"Gartenbau";"Jura";"Ausbildungstyp - Total";11;0;11;9;0;9;2;0;2
"Gartenbau";"Jura";"EFZ";11;0;11;9;0;9;2;0;2
"Gartenbau";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Gartenbau";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Schweiz";"Ausbildungstyp - Total";327;0;327;322;0;322;5;0;5
"Forstwirtschaft";"Schweiz";"EFZ";327;0;327;322;0;322;5;0;5
"Forstwirtschaft";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Zürich";"Ausbildungstyp - Total";25;0;25;25;0;25;0;0;0
"Forstwirtschaft";"Zürich";"EFZ";25;0;25;25;0;25;0;0;0
"Forstwirtschaft";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Bern / Berne";"Ausbildungstyp - Total";28;0;28;28;0;28;0;0;0
"Forstwirtschaft";"Bern / Berne";"EFZ";28;0;28;28;0;28;0;0;0
"Forstwirtschaft";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Luzern";"Ausbildungstyp - Total";6;0;6;6;0;6;0;0;0
"Forstwirtschaft";"Luzern";"EFZ";6;0;6;6;0;6;0;0;0
"Forstwirtschaft";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Uri";"Ausbildungstyp - Total";3;0;3;3;0;3;0;0;0
"Forstwirtschaft";"Uri";"EFZ";3;0;3;3;0;3;0;0;0
