"Eintritte nach Ausbildungsfeld, Kanton, Ausbildungstyp, Geschlecht und Ausbildungsform"

"Ausbildungsfeld";"Kanton";"Ausbildungstyp";"Geschlecht - Total Ausbildungsform - Total 2013";"Geschlecht - Total Vollschulisch 2013";"Geschlecht - Total Dual 2013";"Mann Ausbildungsform - Total 2013";"Mann Vollschulisch 2013";"Mann Dual 2013";"Frau Ausbildungsform - Total 2013";"Frau Vollschulisch 2013";"Frau Dual 2013"
"Ernährungsgewerbe";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Ernährungsgewerbe";"Thurgau";"Ausbildungstyp - Total";52;0;52;31;0;31;21;0;21
"Ernährungsgewerbe";"Thurgau";"EFZ";49;0;49;29;0;29;20;0;20
"Ernährungsgewerbe";"Thurgau";"EBA";3;0;3;2;0;2;1;0;1
"Ernährungsgewerbe";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Ernährungsgewerbe";"Ticino";"Ausbildungstyp - Total";50;0;50;29;0;29;21;0;21
"Ernährungsgewerbe";"Ticino";"EFZ";47;0;47;26;0;26;21;0;21
"Ernährungsgewerbe";"Ticino";"EBA";3;0;3;3;0;3;0;0;0
"Ernährungsgewerbe";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Ernährungsgewerbe";"Vaud";"Ausbildungstyp - Total";120;0;120;81;0;81;39;0;39
"Ernährungsgewerbe";"Vaud";"EFZ";109;0;109;71;0;71;38;0;38
"Ernährungsgewerbe";"Vaud";"EBA";11;0;11;10;0;10;1;0;1
"Ernährungsgewerbe";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Ernährungsgewerbe";"Valais / Wallis";"Ausbildungstyp - Total";47;0;47;38;0;38;9;0;9
"Ernährungsgewerbe";"Valais / Wallis";"EFZ";47;0;47;38;0;38;9;0;9
"Ernährungsgewerbe";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Ernährungsgewerbe";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Ernährungsgewerbe";"Neuchâtel";"Ausbildungstyp - Total";31;0;31;21;0;21;10;0;10
"Ernährungsgewerbe";"Neuchâtel";"EFZ";28;0;28;19;0;19;9;0;9
"Ernährungsgewerbe";"Neuchâtel";"EBA";3;0;3;2;0;2;1;0;1
"Ernährungsgewerbe";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Ernährungsgewerbe";"Genève";"Ausbildungstyp - Total";32;0;32;20;0;20;12;0;12
"Ernährungsgewerbe";"Genève";"EFZ";29;0;29;18;0;18;11;0;11
"Ernährungsgewerbe";"Genève";"EBA";3;0;3;2;0;2;1;0;1
"Ernährungsgewerbe";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Ernährungsgewerbe";"Jura";"Ausbildungstyp - Total";20;0;20;12;0;12;8;0;8
"Ernährungsgewerbe";"Jura";"EFZ";18;0;18;10;0;10;8;0;8
"Ernährungsgewerbe";"Jura";"EBA";2;0;2;2;0;2;0;0;0
"Ernährungsgewerbe";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Schweiz";"Ausbildungstyp - Total";443;293;150;44;14;30;399;279;120
"Textil, Bekleidung, Schuhe, Leder";"Schweiz";"EFZ";440;293;147;42;14;28;398;279;119
"Textil, Bekleidung, Schuhe, Leder";"Schweiz";"EBA";3;0;3;2;0;2;1;0;1
"Textil, Bekleidung, Schuhe, Leder";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Zürich";"Ausbildungstyp - Total";57;38;19;7;1;6;50;37;13
"Textil, Bekleidung, Schuhe, Leder";"Zürich";"EFZ";56;38;18;6;1;5;50;37;13
"Textil, Bekleidung, Schuhe, Leder";"Zürich";"EBA";1;0;1;1;0;1;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Bern / Berne";"Ausbildungstyp - Total";27;15;12;4;1;3;23;14;9
"Textil, Bekleidung, Schuhe, Leder";"Bern / Berne";"EFZ";27;15;12;4;1;3;23;14;9
"Textil, Bekleidung, Schuhe, Leder";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Luzern";"Ausbildungstyp - Total";12;0;12;2;0;2;10;0;10
"Textil, Bekleidung, Schuhe, Leder";"Luzern";"EFZ";12;0;12;2;0;2;10;0;10
"Textil, Bekleidung, Schuhe, Leder";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Uri";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Textil, Bekleidung, Schuhe, Leder";"Uri";"EFZ";2;0;2;0;0;0;2;0;2
"Textil, Bekleidung, Schuhe, Leder";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Schwyz";"Ausbildungstyp - Total";6;0;6;1;0;1;5;0;5
"Textil, Bekleidung, Schuhe, Leder";"Schwyz";"EFZ";5;0;5;1;0;1;4;0;4
"Textil, Bekleidung, Schuhe, Leder";"Schwyz";"EBA";1;0;1;0;0;0;1;0;1
"Textil, Bekleidung, Schuhe, Leder";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Obwalden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Obwalden";"EFZ";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Nidwalden";"Ausbildungstyp - Total";5;0;5;1;0;1;4;0;4
"Textil, Bekleidung, Schuhe, Leder";"Nidwalden";"EFZ";5;0;5;1;0;1;4;0;4
"Textil, Bekleidung, Schuhe, Leder";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Glarus";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Textil, Bekleidung, Schuhe, Leder";"Glarus";"EFZ";1;0;1;0;0;0;1;0;1
"Textil, Bekleidung, Schuhe, Leder";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Zug";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Textil, Bekleidung, Schuhe, Leder";"Zug";"EFZ";1;0;1;0;0;0;1;0;1
"Textil, Bekleidung, Schuhe, Leder";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Fribourg / Freiburg";"Ausbildungstyp - Total";17;12;5;3;1;2;14;11;3
"Textil, Bekleidung, Schuhe, Leder";"Fribourg / Freiburg";"EFZ";17;12;5;3;1;2;14;11;3
"Textil, Bekleidung, Schuhe, Leder";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Solothurn";"Ausbildungstyp - Total";16;14;2;2;1;1;14;13;1
"Textil, Bekleidung, Schuhe, Leder";"Solothurn";"EFZ";16;14;2;2;1;1;14;13;1
"Textil, Bekleidung, Schuhe, Leder";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Basel-Stadt";"Ausbildungstyp - Total";14;10;4;1;1;0;13;9;4
"Textil, Bekleidung, Schuhe, Leder";"Basel-Stadt";"EFZ";14;10;4;1;1;0;13;9;4
"Textil, Bekleidung, Schuhe, Leder";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Basel-Landschaft";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Textil, Bekleidung, Schuhe, Leder";"Basel-Landschaft";"EFZ";2;0;2;0;0;0;2;0;2
"Textil, Bekleidung, Schuhe, Leder";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Schaffhausen";"Ausbildungstyp - Total";1;0;1;1;0;1;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Schaffhausen";"EFZ";1;0;1;1;0;1;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";6;0;6;3;0;3;3;0;3
"Textil, Bekleidung, Schuhe, Leder";"Appenzell Ausserrhoden";"EFZ";6;0;6;3;0;3;3;0;3
"Textil, Bekleidung, Schuhe, Leder";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Appenzell Innerrhoden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Appenzell Innerrhoden";"EFZ";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"St. Gallen";"Ausbildungstyp - Total";15;5;10;3;0;3;12;5;7
"Textil, Bekleidung, Schuhe, Leder";"St. Gallen";"EFZ";15;5;10;3;0;3;12;5;7
"Textil, Bekleidung, Schuhe, Leder";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";4;3;1;0;0;0;4;3;1
"Textil, Bekleidung, Schuhe, Leder";"Graubünden / Grigioni / Grischun";"EFZ";4;3;1;0;0;0;4;3;1
"Textil, Bekleidung, Schuhe, Leder";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Aargau";"Ausbildungstyp - Total";29;0;29;3;0;3;26;0;26
"Textil, Bekleidung, Schuhe, Leder";"Aargau";"EFZ";29;0;29;3;0;3;26;0;26
"Textil, Bekleidung, Schuhe, Leder";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Thurgau";"Ausbildungstyp - Total";12;8;4;1;0;1;11;8;3
"Textil, Bekleidung, Schuhe, Leder";"Thurgau";"EFZ";12;8;4;1;0;1;11;8;3
"Textil, Bekleidung, Schuhe, Leder";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Ticino";"Ausbildungstyp - Total";103;95;8;6;5;1;97;90;7
"Textil, Bekleidung, Schuhe, Leder";"Ticino";"EFZ";103;95;8;6;5;1;97;90;7
"Textil, Bekleidung, Schuhe, Leder";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Vaud";"Ausbildungstyp - Total";51;41;10;2;2;0;49;39;10
"Textil, Bekleidung, Schuhe, Leder";"Vaud";"EFZ";51;41;10;2;2;0;49;39;10
"Textil, Bekleidung, Schuhe, Leder";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Valais / Wallis";"Ausbildungstyp - Total";24;18;6;1;0;1;23;18;5
"Textil, Bekleidung, Schuhe, Leder";"Valais / Wallis";"EFZ";23;18;5;0;0;0;23;18;5
"Textil, Bekleidung, Schuhe, Leder";"Valais / Wallis";"EBA";1;0;1;1;0;1;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Neuchâtel";"Ausbildungstyp - Total";22;21;1;1;0;1;21;21;0
"Textil, Bekleidung, Schuhe, Leder";"Neuchâtel";"EFZ";22;21;1;1;0;1;21;21;0
"Textil, Bekleidung, Schuhe, Leder";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Genève";"Ausbildungstyp - Total";15;13;2;2;2;0;13;11;2
"Textil, Bekleidung, Schuhe, Leder";"Genève";"EFZ";15;13;2;2;2;0;13;11;2
"Textil, Bekleidung, Schuhe, Leder";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Jura";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Textil, Bekleidung, Schuhe, Leder";"Jura";"EFZ";1;0;1;0;0;0;1;0;1
"Textil, Bekleidung, Schuhe, Leder";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Textil, Bekleidung, Schuhe, Leder";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schweiz";"Ausbildungstyp - Total";1971;133;1838;1765;114;1651;206;19;187
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schweiz";"EFZ";1560;101;1459;1378;87;1291;182;14;168
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schweiz";"EBA";411;32;379;387;27;360;24;5;19
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Zürich";"Ausbildungstyp - Total";208;16;192;191;14;177;17;2;15
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Zürich";"EFZ";162;13;149;146;11;135;16;2;14
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Zürich";"EBA";46;3;43;45;3;42;1;0;1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Bern / Berne";"Ausbildungstyp - Total";290;41;249;247;31;216;43;10;33
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Bern / Berne";"EFZ";226;24;202;191;19;172;35;5;30
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Bern / Berne";"EBA";64;17;47;56;12;44;8;5;3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Luzern";"Ausbildungstyp - Total";135;0;135;124;0;124;11;0;11
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Luzern";"EFZ";95;0;95;88;0;88;7;0;7
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Luzern";"EBA";40;0;40;36;0;36;4;0;4
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Uri";"Ausbildungstyp - Total";12;0;12;8;0;8;4;0;4
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Uri";"EFZ";10;0;10;6;0;6;4;0;4
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Uri";"EBA";2;0;2;2;0;2;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schwyz";"Ausbildungstyp - Total";61;0;61;58;0;58;3;0;3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schwyz";"EFZ";44;0;44;42;0;42;2;0;2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schwyz";"EBA";17;0;17;16;0;16;1;0;1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Obwalden";"Ausbildungstyp - Total";22;0;22;17;0;17;5;0;5
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Obwalden";"EFZ";19;0;19;14;0;14;5;0;5
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Obwalden";"EBA";3;0;3;3;0;3;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Nidwalden";"Ausbildungstyp - Total";15;0;15;13;0;13;2;0;2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Nidwalden";"EFZ";14;0;14;12;0;12;2;0;2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Nidwalden";"EBA";1;0;1;1;0;1;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Glarus";"Ausbildungstyp - Total";14;0;14;11;0;11;3;0;3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Glarus";"EFZ";11;0;11;8;0;8;3;0;3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Glarus";"EBA";3;0;3;3;0;3;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Zug";"Ausbildungstyp - Total";23;0;23;19;0;19;4;0;4
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Zug";"EFZ";18;0;18;14;0;14;4;0;4
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Zug";"EBA";5;0;5;5;0;5;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Fribourg / Freiburg";"Ausbildungstyp - Total";88;0;88;80;0;80;8;0;8
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Fribourg / Freiburg";"EFZ";71;0;71;63;0;63;8;0;8
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Fribourg / Freiburg";"EBA";17;0;17;17;0;17;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Solothurn";"Ausbildungstyp - Total";65;0;65;56;0;56;9;0;9
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Solothurn";"EFZ";55;0;55;46;0;46;9;0;9
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Solothurn";"EBA";10;0;10;10;0;10;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Basel-Stadt";"Ausbildungstyp - Total";21;5;16;20;5;15;1;0;1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Basel-Stadt";"EFZ";16;3;13;15;3;12;1;0;1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Basel-Stadt";"EBA";5;2;3;5;2;3;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Basel-Landschaft";"Ausbildungstyp - Total";49;0;49;44;0;44;5;0;5
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Basel-Landschaft";"EFZ";41;0;41;36;0;36;5;0;5
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Basel-Landschaft";"EBA";8;0;8;8;0;8;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schaffhausen";"Ausbildungstyp - Total";22;0;22;20;0;20;2;0;2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schaffhausen";"EFZ";18;0;18;16;0;16;2;0;2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schaffhausen";"EBA";4;0;4;4;0;4;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";31;0;31;27;0;27;4;0;4
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Appenzell Ausserrhoden";"EFZ";19;0;19;16;0;16;3;0;3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Appenzell Ausserrhoden";"EBA";12;0;12;11;0;11;1;0;1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Appenzell Innerrhoden";"Ausbildungstyp - Total";14;0;14;12;0;12;2;0;2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Appenzell Innerrhoden";"EFZ";13;0;13;11;0;11;2;0;2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Appenzell Innerrhoden";"EBA";1;0;1;1;0;1;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"St. Gallen";"Ausbildungstyp - Total";192;0;192;163;0;163;29;0;29
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"St. Gallen";"EFZ";141;0;141;116;0;116;25;0;25
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"St. Gallen";"EBA";51;0;51;47;0;47;4;0;4
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";74;5;69;62;4;58;12;1;11
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Graubünden / Grigioni / Grischun";"EFZ";56;4;52;44;3;41;12;1;11
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Graubünden / Grigioni / Grischun";"EBA";18;1;17;18;1;17;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Aargau";"Ausbildungstyp - Total";148;0;148;142;0;142;6;0;6
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Aargau";"EFZ";114;0;114;108;0;108;6;0;6
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Aargau";"EBA";34;0;34;34;0;34;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Thurgau";"Ausbildungstyp - Total";96;0;96;92;0;92;4;0;4
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Thurgau";"EFZ";72;0;72;69;0;69;3;0;3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Thurgau";"EBA";24;0;24;23;0;23;1;0;1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Ticino";"Ausbildungstyp - Total";35;0;35;32;0;32;3;0;3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Ticino";"EFZ";35;0;35;32;0;32;3;0;3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Vaud";"Ausbildungstyp - Total";112;23;89;100;21;79;12;2;10
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Vaud";"EFZ";95;23;72;86;21;65;9;2;7
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Vaud";"EBA";17;0;17;14;0;14;3;0;3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Valais / Wallis";"Ausbildungstyp - Total";114;0;114;107;0;107;7;0;7
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Valais / Wallis";"EFZ";103;0;103;97;0;97;6;0;6
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Valais / Wallis";"EBA";11;0;11;10;0;10;1;0;1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
